EQUITY TABLE
TRADE,SYMBOL,TYPE,ENTRY DATE,ENTRY PRICE,EXIT DATE,EXIT PRICE,PL/CNTR,RISK/CNTR,DELTA,CONTRACTS,COSTS,POS PL,MARGIN,DRAWDOWN,EQUITY
37,     ,Regular,14/03/2018, ,14/03/2018, ,"613,66",NA,"61000,",3,"0,00","1.840,98","153.450,00","0 (0,00)","645.655,36"
38,     ,Regular,15/03/2018, ,15/03/2018, ,"889,25",NA,"61000,",3,"0,00","2.667,75","153.450,00","0 (0,00)","648.323,11"
39,     ,Regular,19/03/2018, ,19/03/2018, ,"198,25",NA,"61000,",3,"0,00","594,75","153.450,00","0 (0,00)","648.917,86"
40,     ,Regular,20/03/2018, ,20/03/2018, ,"774,24",NA,"61000,",3,"0,00","2.322,72","153.450,00","0 (0,00)","651.240,58"
41,     ,Regular,21/03/2018, ,21/03/2018, ,"170,05",NA,"61000,",3,"0,00","510,15","153.450,00","0 (0,00)","651.750,73"
42,     ,Regular,22/03/2018, ,22/03/2018, ,"-9,32",NA,"61000,",3,"0,00","-27,96","153.450,00","28 (0,00429)","651.722,77"
43,     ,Regular,23/03/2018, ,23/03/2018, ,"1.369,96",NA,"61000,",3,"0,00","4.109,88","153.450,00","0 (0,00)","655.832,65"
44,     ,Regular,26/03/2018, ,26/03/2018, ,"2.480,68",NA,"61000,",3,"0,00","7.442,04","153.450,00","0 (0,00)","663.274,69"
45,     ,Regular,27/03/2018, ,27/03/2018, ,"2.761,31",NA,"61000,",3,"0,00","8.283,93","153.450,00","0 (0,00)","671.558,62"
46,     ,Regular,28/03/2018, ,28/03/2018, ,"2.156,35",NA,"61000,",3,"0,00","6.469,05","153.450,00","0 (0,00)","678.027,67"
47,     ,Regular,29/03/2018, ,29/03/2018, ,"430,93",NA,"61000,",3,"0,00","1.292,79","153.450,00","0 (0,00)","679.320,46"
48,     ,Regular,03/04/2018, ,03/04/2018, ,"1.288,39",NA,"61000,",3,"0,00","3.865,17","153.450,00","0 (0,00)","683.185,63"
49,     ,Regular,04/04/2018, ,04/04/2018, ,"6.295,88",NA,"61000,",3,"0,00","18.887,64","153.450,00","0 (0,00)","702.073,27"
50,     ,Regular,05/04/2018, ,05/04/2018, ,"-766,57",NA,"61000,",3,"0,00","-2.299,71","153.450,00","2.300 (0,328)","699.773,56"
51,     ,Regular,06/04/2018, ,06/04/2018, ,"503,50",NA,"61000,",3,"0,00","1.510,50","153.450,00","789 (0,112)","701.284,06"
52,     ,Regular,09/04/2018, ,09/04/2018, ,"-458,36",NA,"61000,",3,"0,00","-1.375,08","153.450,00","2.164 (0,308)","699.908,98"
53,     ,Regular,10/04/2018, ,10/04/2018, ,"3.403,63",NA,"61000,",3,"0,00","10.210,89","153.450,00","0 (0,00)","710.119,87"
54,     ,Regular,11/04/2018, ,11/04/2018, ,"1,47",NA,"61000,",3,"0,00","4,41","153.450,00","0 (0,00)","710.124,28"
55,     ,Regular,12/04/2018, ,12/04/2018, ,"-572,83",NA,"61000,",3,"0,00","-1.718,49","153.450,00","1.718 (0,242)","708.405,79"
56,     ,Regular,13/04/2018, ,13/04/2018, ,"-8,12",NA,"61000,",3,"0,00","-24,36","153.450,00","1.743 (0,245)","708.381,43"
57,     ,Regular,16/04/2018, ,16/04/2018, ,"345,49",NA,"61000,",3,"0,00","1.036,47","153.450,00","706 (0,0995)","709.417,90"
58,     ,Regular,17/04/2018, ,17/04/2018, ,"518,23",NA,"61000,",3,"0,00","1.554,69","153.450,00","0 (0,00)","710.972,59"
59,     ,Regular,18/04/2018, ,18/04/2018, ,"-380,31",NA,"61000,",3,"0,00","-1.140,93","153.450,00","1.141 (0,160)","709.831,66"
60,     ,Regular,23/04/2018, ,23/04/2018, ,"-205,12",NA,"61000,",3,"0,00","-615,36","153.450,00","1.756 (0,247)","709.216,30"
61,     ,Regular,24/04/2018, ,24/04/2018, ,"-119,42",NA,"61000,",3,"0,00","-358,26","153.450,00","2.115 (0,297)","708.858,04"
62,     ,Regular,25/04/2018, ,25/04/2018, ,"-1.048,73",NA,"61000,",3,"0,00","-3.146,19","153.450,00","5.261 (0,740)","705.711,85"
63,     ,Regular,26/04/2018, ,26/04/2018, ,"-616,90",NA,"61000,",3,"0,00","-1.850,70","153.450,00","7.111 (1,00)","703.861,15"
64,     ,Regular,27/04/2018, ,27/04/2018, ,"16,72",NA,"61000,",3,"0,00","50,16","153.450,00","7.061 (0,993)","703.911,31"
65,     ,Regular,30/04/2018, ,30/04/2018, ,"119,08",NA,"61000,",3,"0,00","357,24","153.450,00","6.704 (0,943)","704.268,55"
66,     ,Regular,01/05/2018, ,01/05/2018, ,"-28,83",NA,"61000,",3,"0,00","-86,49","153.450,00","6.791 (0,955)","704.182,06"
67,     ,Regular,02/05/2018, ,02/05/2018, ,"-645,76",NA,"61000,",3,"0,00","-1.937,28","153.450,00","8.728 (1,23)","702.244,78"
68,     ,Regular,03/05/2018, ,03/05/2018, ,"1.921,05",NA,"61000,",3,"0,00","5.763,15","153.450,00","2.965 (0,417)","708.007,93"
69,     ,Regular,04/05/2018, ,04/05/2018, ,"-594,86",NA,"61000,",3,"0,00","-1.784,58","153.450,00","4.749 (0,668)","706.223,35"
70,     ,Regular,07/05/2018, ,07/05/2018, ,"-46,31",NA,"61000,",3,"0,00","-138,93","153.450,00","4.888 (0,688)","706.084,42"
71,     ,Regular,08/05/2018, ,08/05/2018, ,"180,62",NA,"61000,",3,"0,00","541,86","153.450,00","4.346 (0,611)","706.626,28"
72,     ,Regular,09/05/2018, ,09/05/2018, ,"-507,23",NA,"61000,",3,"0,00","-1.521,69","153.450,00","5.868 (0,825)","705.104,59"
73,     ,Regular,10/05/2018, ,10/05/2018, ,"-1.104,53",NA,"61000,",3,"0,00","-3.313,59","153.450,00","9.182 (1,29)","701.791,00"
74,     ,Regular,11/05/2018, ,11/05/2018, ,"-521,71",NA,"61000,",3,"0,00","-1.565,13","153.450,00","10.747 (1,51)","700.225,87"
75,     ,Regular,14/05/2018, ,14/05/2018, ,"610,64",NA,"61000,",3,"0,00","1.831,92","153.450,00","8.915 (1,25)","702.057,79"
76,     ,Regular,15/05/2018, ,15/05/2018, ,"-946,17",NA,"61000,",3,"0,00","-2.838,51","153.450,00","11.753 (1,65)","699.219,28"
77,     ,Regular,16/05/2018, ,16/05/2018, ,"937,13",NA,"61000,",3,"0,00","2.811,39","153.450,00","8.942 (1,26)","702.030,67"
78,     ,Regular,18/05/2018, ,18/05/2018, ,"1.565,76",NA,"61000,",3,"0,00","4.697,28","153.450,00","4.245 (0,597)","706.727,95"
79,     ,Regular,21/05/2018, ,21/05/2018, ,"1.279,57",NA,"61000,",3,"0,00","3.838,71","153.450,00","406 (0,0571)","710.566,66"
80,     ,Regular,22/05/2018, ,22/05/2018, ,"403,90",NA,"61000,",3,"0,00","1.211,70","153.450,00","0 (0,00)","711.778,36"
81,     ,Regular,23/05/2018, ,23/05/2018, ,"-192,25",NA,"61000,",3,"0,00","-576,75","153.450,00","577 (0,0810)","711.201,61"
82,     ,Regular,24/05/2018, ,24/05/2018, ,"778,74",NA,"61000,",3,"0,00","2.336,22","153.450,00","0 (0,00)","713.537,83"
83,     ,Regular,28/05/2018, ,28/05/2018, ,"-254,14",NA,"61000,",3,"0,00","-762,42","153.450,00","762 (0,107)","712.775,41"
84,     ,Regular,29/05/2018, ,29/05/2018, ,"-1.002,94",NA,"61000,",3,"0,00","-3.008,82","153.450,00","3.771 (0,529)","709.766,59"
85,     ,Regular,30/05/2018, ,30/05/2018, ,"325,91",NA,"61000,",3,"0,00","977,73","153.450,00","2.794 (0,392)","710.744,32"
86,     ,Regular,31/05/2018, ,31/05/2018, ,"291,52",NA,"61000,",3,"0,00","874,56","153.450,00","1.919 (0,269)","711.618,88"
87,     ,Regular,04/06/2018, ,04/06/2018, ,"-594,86",NA,"61000,",3,"0,00","-1.784,58","153.450,00","3.704 (0,519)","709.834,30"
88,     ,Regular,05/06/2018, ,05/06/2018, ,"311,22",NA,"61000,",3,"0,00","933,66","153.450,00","2.770 (0,388)","710.767,96"
89,     ,Regular,06/06/2018, ,06/06/2018, ,"1.705,74",NA,"61000,",3,"0,00","5.117,22","153.450,00","0 (0,00)","715.885,18"
90,     ,Regular,07/06/2018, ,07/06/2018, ,"1.181,19",NA,"61000,",3,"0,00","3.543,57","153.450,00","0 (0,00)","719.428,75"
91,     ,Regular,08/06/2018, ,08/06/2018, ,"-787,10",NA,"61000,",3,"0,00","-2.361,30","153.450,00","2.361 (0,328)","717.067,45"
92,     ,Regular,11/06/2018, ,11/06/2018, ,"246,58",NA,"61000,",3,"0,00","739,74","153.450,00","1.622 (0,225)","717.807,19"
93,     ,Regular,12/06/2018, ,12/06/2018, ,"-622,66",NA,"61000,",3,"0,00","-1.867,98","153.450,00","3.490 (0,485)","715.939,21"
94,     ,Regular,13/06/2018, ,13/06/2018, ,"-1.421,64",NA,"61000,",3,"0,00","-4.264,92","153.450,00","7.754 (1,08)","711.674,29"
95,     ,Regular,14/06/2018, ,14/06/2018, ,"2.386,57",NA,"61000,",3,"0,00","7.159,71","153.450,00","595 (0,0827)","718.834,00"
96,     ,Regular,19/06/2018, ,19/06/2018, ,"435,28",NA,"61000,",3,"0,00","1.305,84","153.450,00","0 (0,00)","720.139,84"
97,     ,Regular,20/06/2018, ,20/06/2018, ,"-6,80",NA,"61000,",3,"0,00","-20,40","153.450,00","20 (0,00283)","720.119,44"
98,     ,Regular,22/06/2018, ,22/06/2018, ,"487,19",NA,"61000,",3,"0,00","1.461,57","153.450,00","0 (0,00)","721.581,01"
99,     ,Regular,25/06/2018, ,25/06/2018, ,"-589,92",NA,"61000,",3,"0,00","-1.769,76","153.450,00","1.770 (0,245)","719.811,25"
100,     ,Regular,26/06/2018, ,26/06/2018, ,"577,51",NA,"61000,",3,"0,00","1.732,53","153.450,00","37 (0,00516)","721.543,78"
101,     ,Regular,27/06/2018, ,27/06/2018, ,"-104,23",NA,"61000,",3,"0,00","-312,69","153.450,00","350 (0,0485)","721.231,09"
102,     ,Regular,28/06/2018, ,28/06/2018, ,"453,35",NA,"61000,",3,"0,00","1.360,05","153.450,00","0 (0,00)","722.591,14"
103,     ,Regular,29/06/2018, ,29/06/2018, ,"764,25",NA,"61000,",3,"0,00","2.292,75","153.450,00","0 (0,00)","724.883,89"
104,     ,Regular,02/07/2018, ,02/07/2018, ,"-7,56",NA,"61000,",3,"0,00","-22,68","153.450,00","23 (0,00313)","724.861,21"
105,     ,Regular,03/07/2018, ,03/07/2018, ,"586,98",NA,"61000,",3,"0,00","1.760,94","153.450,00","0 (0,00)","726.622,15"
106,     ,Regular,05/07/2018, ,05/07/2018, ,"232,43",NA,"61000,",3,"0,00","697,29","153.450,00","0 (0,00)","727.319,44"
107,     ,Regular,06/07/2018, ,06/07/2018, ,"-220,61",NA,"61000,",3,"0,00","-661,83","153.450,00","662 (0,0910)","726.657,61"
108,     ,Regular,09/07/2018, ,09/07/2018, ,"-1.103,73",NA,"61000,",3,"0,00","-3.311,19","153.450,00","3.973 (0,546)","723.346,42"
109,     ,Regular,10/07/2018, ,10/07/2018, ,"36,40",NA,"61000,",3,"0,00","109,20","153.450,00","3.864 (0,531)","723.455,62"
110,     ,Regular,11/07/2018, ,11/07/2018, ,"-82,73",NA,"61000,",3,"0,00","-248,19","153.450,00","4.112 (0,565)","723.207,43"
111,     ,Regular,12/07/2018, ,12/07/2018, ,"39,50",NA,"61000,",3,"0,00","118,50","153.450,00","3.994 (0,549)","723.325,93"
112,     ,Regular,13/07/2018, ,13/07/2018, ,"256,05",NA,"61000,",3,"0,00","768,15","153.450,00","3.225 (0,443)","724.094,08"
113,     ,Regular,16/07/2018, ,16/07/2018, ,"241,45",NA,"61000,",3,"0,00","724,35","153.450,00","2.501 (0,344)","724.818,43"
114,     ,Regular,17/07/2018, ,17/07/2018, ,"296,93",NA,"61000,",3,"0,00","890,79","153.450,00","1.610 (0,221)","725.709,22"
115,     ,Regular,19/07/2018, ,19/07/2018, ,"1.148,20",NA,"61000,",3,"0,00","3.444,60","153.450,00","0 (0,00)","729.153,82"
116,     ,Regular,20/07/2018, ,20/07/2018, ,"-4,18",NA,"61000,",3,"0,00","-12,54","153.450,00","13 (0,00172)","729.141,28"
117,     ,Regular,23/07/2018, ,23/07/2018, ,"-1.062,29",NA,"61000,",3,"0,00","-3.186,87","153.450,00","3.199 (0,439)","725.954,41"
118,     ,Regular,25/07/2018, ,25/07/2018, ,"94,32",NA,"61000,",3,"0,00","282,96","153.450,00","2.916 (0,400)","726.237,37"
119,     ,Regular,26/07/2018, ,26/07/2018, ,"-150,80",NA,"61000,",3,"0,00","-452,40","153.450,00","3.369 (0,462)","725.784,97"
120,     ,Regular,27/07/2018, ,27/07/2018, ,"568,97",NA,"61000,",3,"0,00","1.706,91","153.450,00","1.662 (0,228)","727.491,88"
121,     ,Regular,30/07/2018, ,30/07/2018, ,"-109,35",NA,"61000,",3,"0,00","-328,05","153.450,00","1.990 (0,273)","727.163,83"
122,     ,Regular,31/07/2018, ,31/07/2018, ,"-295,29",NA,"61000,",3,"0,00","-885,87","153.450,00","2.876 (0,394)","726.277,96"
123,     ,Regular,01/08/2018, ,01/08/2018, ,"360,88",NA,"61000,",3,"0,00","1.082,64","153.450,00","1.793 (0,246)","727.360,60"
124,     ,Regular,02/08/2018, ,02/08/2018, ,"-265,48",NA,"61000,",3,"0,00","-796,44","153.450,00","2.590 (0,355)","726.564,16"
125,     ,Regular,03/08/2018, ,03/08/2018, ,"-473,66",NA,"61000,",3,"0,00","-1.420,98","153.450,00","4.011 (0,550)","725.143,18"
126,     ,Regular,06/08/2018, ,06/08/2018, ,"222,94",NA,"61000,",3,"0,00","668,82","153.450,00","3.342 (0,458)","725.812,00"
127,     ,Regular,07/08/2018, ,07/08/2018, ,"-665,12",NA,"61000,",3,"0,00","-1.995,36","153.450,00","5.337 (0,732)","723.816,64"
128,     ,Regular,08/08/2018, ,08/08/2018, ,"331,53",NA,"61000,",3,"0,00","994,59","153.450,00","4.343 (0,596)","724.811,23"
129,     ,Regular,09/08/2018, ,09/08/2018, ,"380,06",NA,"61000,",3,"0,00","1.140,18","153.450,00","3.202 (0,439)","725.951,41"
130,     ,Regular,10/08/2018, ,10/08/2018, ,"-622,46",NA,"61000,",3,"0,00","-1.867,38","153.450,00","5.070 (0,695)","724.084,03"
131,     ,Regular,13/08/2018, ,13/08/2018, ,"711,37",NA,"61000,",3,"0,00","2.134,11","153.450,00","2.936 (0,403)","726.218,14"
132,     ,Regular,14/08/2018, ,14/08/2018, ,"491,33",NA,"61000,",3,"0,00","1.473,99","153.450,00","1.462 (0,200)","727.692,13"
133,     ,Regular,16/08/2018, ,16/08/2018, ,"-579,42",NA,"61000,",3,"0,00","-1.738,26","153.450,00","3.200 (0,439)","725.953,87"
134,     ,Regular,17/08/2018, ,17/08/2018, ,"168,19",NA,"61000,",3,"0,00","504,57","153.450,00","2.695 (0,370)","726.458,44"
135,     ,Regular,22/08/2018, ,22/08/2018, ,"-275,83",NA,"61000,",3,"0,00","-827,49","153.450,00","3.523 (0,483)","725.630,95"
136,     ,Regular,24/08/2018, ,24/08/2018, ,"-338,52",NA,"61000,",3,"0,00","-1.015,56","153.450,00","4.538 (0,622)","724.615,39"
137,     ,Regular,27/08/2018, ,27/08/2018, ,"1.380,95",NA,"61000,",3,"0,00","4.142,85","153.450,00","396 (0,0543)","728.758,24"
138,     ,Regular,28/08/2018, ,28/08/2018, ,"138,62",NA,"61000,",3,"0,00","415,86","153.450,00","0 (0,00)","729.174,10"
139,     ,Regular,29/08/2018, ,29/08/2018, ,"-476,31",NA,"61000,",3,"0,00","-1.428,93","153.450,00","1.429 (0,196)","727.745,17"
140,     ,Regular,30/08/2018, ,30/08/2018, ,"181,47",NA,"61000,",3,"0,00","544,41","153.450,00","885 (0,121)","728.289,58"
141,     ,Regular,31/08/2018, ,31/08/2018, ,"424,15",NA,"61000,",3,"0,00","1.272,45","153.450,00","0 (0,00)","729.562,03"
142,     ,Regular,03/09/2018, ,03/09/2018, ,"-727,50",NA,"61000,",3,"0,00","-2.182,50","153.450,00","2.183 (0,299)","727.379,53"
143,     ,Regular,04/09/2018, ,04/09/2018, ,"-578,14",NA,"61000,",3,"0,00","-1.734,42","153.450,00","3.917 (0,537)","725.645,11"
144,     ,Regular,05/09/2018, ,05/09/2018, ,"-1.245,85",NA,"61000,",3,"0,00","-3.737,55","153.450,00","7.654 (1,05)","721.907,56"
145,     ,Regular,06/09/2018, ,06/09/2018, ,"1.690,21",NA,"61000,",3,"0,00","5.070,63","153.450,00","2.584 (0,354)","726.978,19"
146,     ,Regular,07/09/2018, ,07/09/2018, ,"582,47",NA,"61000,",3,"0,00","1.747,41","153.450,00","836 (0,115)","728.725,60"
147,     ,Regular,10/09/2018, ,10/09/2018, ,"628,21",NA,"61000,",3,"0,00","1.884,63","153.450,00","0 (0,00)","730.610,23"
148,     ,Regular,11/09/2018, ,11/09/2018, ,"-74,63",NA,"61000,",3,"0,00","-223,89","153.450,00","224 (0,0306)","730.386,34"
149,     ,Regular,17/09/2018, ,17/09/2018, ,"-88,65",NA,"61000,",3,"0,00","-265,95","153.450,00","490 (0,0670)","730.120,39"
150,     ,Regular,18/09/2018, ,18/09/2018, ,"238,04",NA,"61000,",3,"0,00","714,12","153.450,00","0 (0,00)","730.834,51"
151,     ,Regular,19/09/2018, ,19/09/2018, ,"43,91",NA,"61000,",3,"0,00","131,73","153.450,00","0 (0,00)","730.966,24"
152,     ,Regular,21/09/2018, ,21/09/2018, ,"394,03",NA,"61000,",3,"0,00","1.182,09","153.450,00","0 (0,00)","732.148,33"
153,     ,Regular,27/09/2018, ,27/09/2018, ,"835,23",NA,"61000,",3,"0,00","2.505,69","153.450,00","0 (0,00)","734.654,02"
154,     ,Regular,28/09/2018, ,28/09/2018, ,"-594,07",NA,"61000,",3,"0,00","-1.782,21","153.450,00","1.782 (0,243)","732.871,81"
155,     ,Regular,02/10/2018, ,02/10/2018, ,"-589,92",NA,"61000,",3,"0,00","-1.769,76","153.450,00","3.552 (0,483)","731.102,05"
156,     ,Regular,03/10/2018, ,03/10/2018, ,"164,05",NA,"61000,",3,"0,00","492,15","153.450,00","3.060 (0,416)","731.594,20"
157,     ,Regular,04/10/2018, ,04/10/2018, ,"-594,07",NA,"61000,",3,"0,00","-1.782,21","153.450,00","4.842 (0,659)","729.811,99"
158,     ,Regular,05/10/2018, ,05/10/2018, ,"1.449,53",NA,"61000,",3,"0,00","4.348,59","153.450,00","493 (0,0672)","734.160,58"
159,     ,Regular,08/10/2018, ,08/10/2018, ,"281,66",NA,"61000,",3,"0,00","844,98","153.450,00","0 (0,00)","735.005,56"
160,     ,Regular,09/10/2018, ,09/10/2018, ,"751,18",NA,"61000,",3,"0,00","2.253,54","153.450,00","0 (0,00)","737.259,10"
161,     ,Regular,11/10/2018, ,11/10/2018, ,"2.009,51",NA,"61000,",3,"0,00","6.028,53","153.450,00","0 (0,00)","743.287,63"
162,     ,Regular,12/10/2018, ,12/10/2018, ,"2.212,28",NA,"61000,",3,"0,00","6.636,84","153.450,00","0 (0,00)","749.924,47"
163,     ,Regular,15/10/2018, ,15/10/2018, ,"204,78",NA,"61000,",3,"0,00","614,34","153.450,00","0 (0,00)","750.538,81"
164,     ,Regular,16/10/2018, ,16/10/2018, ,"3.171,76",NA,"61000,",3,"0,00","9.515,28","153.450,00","0 (0,00)","760.054,09"
165,     ,Regular,17/10/2018, ,17/10/2018, ,"-176,49",NA,"61000,",3,"0,00","-529,47","153.450,00","529 (0,0697)","759.524,62"
166,     ,Regular,18/10/2018, ,18/10/2018, ,"4.956,37",NA,"61000,",3,"0,00","14.869,11","153.450,00","0 (0,00)","774.393,73"
167,     ,Regular,19/10/2018, ,19/10/2018, ,"207,76",NA,"61000,",3,"0,00","623,28","153.450,00","0 (0,00)","775.017,01"
168,     ,Regular,22/10/2018, ,22/10/2018, ,"3.203,43",NA,"61000,",3,"0,00","9.610,29","153.450,00","0 (0,00)","784.627,30"
169,     ,Regular,23/10/2018, ,23/10/2018, ,"-2.208,99",NA,"61000,",3,"0,00","-6.626,97","153.450,00","6.627 (0,845)","778.000,33"
170,     ,Regular,24/10/2018, ,24/10/2018, ,"182,35",NA,"61000,",3,"0,00","547,05","153.450,00","6.080 (0,775)","778.547,38"
171,     ,Regular,25/10/2018, ,25/10/2018, ,"336,47",NA,"61000,",3,"0,00","1.009,41","153.450,00","5.071 (0,646)","779.556,79"
172,     ,Regular,26/10/2018, ,26/10/2018, ,"-3.228,31",NA,"61000,",3,"0,00","-9.684,93","153.450,00","14.755 (1,88)","769.871,86"
173,     ,Regular,29/10/2018, ,29/10/2018, ,"-492,39",NA,"61000,",3,"0,00","-1.477,17","153.450,00","16.233 (2,07)","768.394,69"
174,     ,Regular,30/10/2018, ,30/10/2018, ,"512,07",NA,"61000,",3,"0,00","1.536,21","153.450,00","14.696 (1,87)","769.930,90"
175,     ,Regular,31/10/2018, ,31/10/2018, ,"100,30",NA,"61000,",3,"0,00","300,90","153.450,00","14.396 (1,83)","770.231,80"
176,     ,Regular,01/11/2018, ,01/11/2018, ,"2.260,78",NA,"61000,",3,"0,00","6.782,34","153.450,00","7.613 (0,970)","777.014,14"
177,     ,Regular,02/11/2018, ,02/11/2018, ,"1.307,72",NA,"61000,",3,"0,00","3.923,16","153.450,00","3.690 (0,470)","780.937,30"
178,     ,Regular,05/11/2018, ,05/11/2018, ,"-359,42",NA,"61000,",3,"0,00","-1.078,26","153.450,00","4.768 (0,608)","779.859,04"
179,     ,Regular,06/11/2018, ,06/11/2018, ,"-615,82",NA,"61000,",3,"0,00","-1.847,46","153.450,00","6.616 (0,843)","778.011,58"
180,     ,Regular,07/11/2018, ,07/11/2018, ,"646,17",NA,"61000,",3,"0,00","1.938,51","153.450,00","4.677 (0,596)","779.950,09"
181,     ,Regular,08/11/2018, ,08/11/2018, ,"113,04",NA,"61000,",3,"0,00","339,12","153.450,00","4.338 (0,553)","780.289,21"
